,time,corr_flux,pca_flux,psf_flux,flux_err,time_flag,sector
0,1517.3681681853118,1818.0526861519145,1105.8126362109904,0.0,2.5424286259914135,2176,8
1,1517.389001531276,1666.2324815302065,1118.7002525376904,0.0,2.421385804399409,2049,8
2,1517.4098348749794,1502.204421215996,1076.8438260756352,0.0,2.3152761034444214,4096,8
3,1517.4306682163165,1428.53676572223,1079.9482174314958,0.0,2.237077421916513,0,8
4,1517.4515015552151,1377.0601054388221,1078.0237796164731,0.0,2.169631244952755,0,8
5,1517.4723348916395,1340.4460037390083,1074.70629469547,0.0,2.1187097685298584,0,8
6,1517.4931682255883,1312.2418544284883,1078.613966038413,0.0,2.0736620157081913,0,8
7,1517.5140015570944,1291.0410341585666,1081.6367281771068,0.0,2.033418219457762,0,8
8,1517.5348348862285,1270.514318212834,1080.2896565174954,0.0,1.9964753687567247,4096,8
9,1517.5556682130937,1251.7063961130652,1080.1512340484985,0.0,1.9650348075684365,0,8
10,1517.5765015378258,1236.5079101162617,1081.94153295074,0.0,1.9364011370445973,0,8
11,1517.5973348605874,1227.0320622393906,1085.444217601054,0.0,1.9125422555854195,4096,8
12,1517.6181681815715,1209.2371930308382,1078.9541478532365,0.0,1.8928374719951941,0,8
13,1517.6390015009933,1194.8464205757825,1077.216477956512,0.0,1.8682208018375301,0,8
14,1517.659834819087,1187.2659370643867,1078.5126775948997,0.0,1.8489898089026118,0,8
15,1517.6806681361043,1178.2243122505356,1078.7044136913,0.0,1.8311440089560276,0,8
16,1517.701501452307,1168.9994851919987,1076.1811248635945,0.0,1.8106170903598813,4096,8
17,1517.7223347679628,1158.0968580824917,1075.734768749858,0.0,1.7934217688489429,0,8
18,1517.7431680833452,1152.054789269797,1075.3136613593629,0.0,1.7747272343212828,4096,8
19,1517.764001398724,1143.8093546567504,1074.4896024090788,0.0,1.7539620525410968,4096,8
20,1517.78483471436,1131.820499865802,1073.9357523412384,0.0,1.737452318286991,0,8
21,1517.8056680305033,1121.9255653051557,1071.4257423433992,0.0,1.7165942060816155,0,8
22,1517.8265013473904,1116.3324570688214,1071.4672948080868,0.0,1.7002639217211086,0,8
23,1517.8473346652365,1108.9123886344557,1067.7893779167132,0.0,1.6871410420354633,0,8
24,1517.868167984232,1104.6801424710509,1067.6652121578159,0.0,1.6748734357224846,0,8
25,1517.8890013045407,1101.9464671334779,1066.3780067725331,0.0,1.6658956807771153,0,8
26,1517.9098346262995,1098.0689384225557,1066.9864580815504,0.0,1.6567229993391988,4096,8
27,1517.9306679496106,1094.3069852519877,1066.721839453291,0.0,1.651201423934595,0,8
28,1517.951501274543,1091.6997294882515,1064.6659505897087,0.0,1.6464639369880565,128,8
29,1517.972334601132,1088.0833556185025,1062.147193825136,0.0,1.639914377512286,4096,8
30,1517.9931679293754,1090.622130798771,1065.9091154207558,0.0,1.6343448250372357,0,8
31,1518.014001259235,1085.8397520514077,1064.4109683723184,0.0,1.6280474818928452,0,8
32,1518.0348345906418,1084.3541185912375,1063.4028880830838,0.0,1.6229623246142681,0,8
33,1518.0556679234903,1082.196503918132,1062.459249681387,0.0,1.6213951475717097,0,8
34,1518.0765012576412,1080.3773750693178,1063.9280610105764,0.0,1.6111126593116378,0,8
35,1518.0973345929294,1076.8740003659593,1061.319774373453,0.0,1.6072622076659622,0,8
36,1518.1181679291608,1077.150822512132,1062.0132148881657,0.0,1.6008608591016495,4096,8
37,1518.139001266119,1076.8654603179493,1065.7400593565221,0.0,1.5948702542176776,0,8
38,1518.159834603569,1075.7906856859565,1064.464988169943,0.0,1.5898868572034748,4096,8
39,1518.180667941259,1075.3989548300422,1064.833996774338,0.0,1.586546698266113,4096,8
40,1518.2015012789243,1067.95408662584,1059.6324243859135,0.0,1.581436046561437,0,8
41,1518.2223346162973,1068.205558928629,1060.0391114280942,0.0,1.584030560356849,0,8
42,1518.2431679531073,1068.146929458661,1062.431183210781,0.0,1.5799481902129986,0,8
