id_mycatalog,cluster,RA_ICRS,DE_ICRS,id_gaia,Gmag,bp_rp,PMemb,id_tic,id_apogee,flag_duplicate,flag_source,flag_check,Notes,Sector
TIC_139456051,star,336.78385874488,-47.229282620279996,TIC_139456051,0,0,0,TIC_139456051,0,0,0,0,0,[1]
